1 0 0 
0.90241 0.048795 0.048795 
0.861987 0.10351 0.0345033 
0.830969 0.0422577 0.126773 
0.80482 0.170783 0.0243975 
0.781782 0.0818317 0.136386 
0.760954 0.149404 0.0896421 
0.741801 0.0322749 0.225924 
0.723974 0.258775 0.0172516 
0.70723 0.128087 0.164683 
0.691393 0.212167 0.0964396 
0.676331 0.060688 0.262981 
0.661938 0.274675 0.0633866 
0.648134 0.109958 0.241908 
0.634852 0.205396 0.159752 
0.622036 0.0236228 0.354342 
0.60964 0.378161 0.0121988 
0.597626 0.188613 0.213761 
0.585961 0.297591 0.116449 
0.574615 0.093053 0.332332 
0.563564 0.368243 0.0681931 
0.552786 0.15373 0.293484 
0.542262 0.271782 0.185956 
0.531975 0.0438774 0.424148 
0.521909 0.43327 0.0448211 
0.51205 0.19823 0.28972 
0.502387 0.326559 0.171055 
0.492907 0.0792332 0.427859 
0.483602 0.403436 0.112962 
0.474462 0.147808 0.377731 
0.465478 0.283965 0.250557 
0.456642 0.0169799 0.526378 
0.447948 0.543427 0.00862582 
0.439388 0.271546 0.289066 
0.430957 0.417891 0.151152 
0.42265 0.135316 0.442034 
0.41446 0.503198 0.0823416 
0.406383 0.213331 0.380286 
0.398415 0.366591 0.234994 
0.390551 0.0666585 0.542791 
0.382787 0.568994 0.0482198 
0.375119 0.263622 0.361259 
0.367544 0.424931 0.207524 
0.36006 0.10999 0.529951 
0.352661 0.515848 0.131491 
0.345346 0.19435 0.460303 
0.338112 0.36197 0.299918 
0.330957 0.0313614 0.637682 
0.323877 0.64443 0.0316933 
0.31687 0.309543 0.373587 
0.309934 0.485202 0.204863 
0.303068 0.141564 0.555368 
0.296268 0.582778 0.120954 
0.289534 0.233122 0.477344 
0.282863 0.414595 0.302542 
0.276253 0.0565427 0.667204 
0.269703 0.650421 0.0798762 
0.263212 0.287808 0.44898 
0.256777 0.476127 0.267096 
0.250397 0.105413 0.64419 
0.244071 0.578758 0.177171 
0.237798 0.20246 0.559742 
0.231576 0.396219 0.372206 
0.225403 0.0121031 0.762494 
0.21928 0.774621 0.00609938 
0.213204 0.387251 0.399545 
0.207175 0.588425 0.2044 
0.201191 0.193461 0.605347 
0.195252 0.697867 0.106881 
0.189357 0.297658 0.512985 
0.183503 0.503931 0.312565 
0.177692 0.0963642 0.725944 
0.171921 0.769854 0.0582243 
0.166191 0.358277 0.475532 
0.160499 0.570598 0.268903 
0.154846 0.151864 0.693291 
0.14923 0.684604 0.166166 
0.143651 0.260919 0.59543 
0.138108 0.478081 0.383811 
0.132601 0.0474359 0.819963 
0.127128 0.838775 0.0340965 
0.12169 0.404846 0.473464 
0.116285 0.628266 0.255449 
0.110913 0.187542 0.701545 
0.105573 0.747685 0.146742 
0.100265 0.302255 0.597481 
0.0949875 0.530281 0.374732 
0.089741 0.0782254 0.832034 
0.0845246 0.822497 0.092978 
0.0793377 0.366826 0.553836 
0.0741799 0.600336 0.325484 
0.0690507 0.138188 0.792762 
0.0639495 0.723977 0.212074 
0.0588761 0.257339 0.683785 
0.0538298 0.495261 0.450909 
0.0488103 0.0222935 0.928896 
0.0438171 0.933772 0.0224105 
0.0388499 0.458048 0.503102 
0.0339082 0.701926 0.264166 
0.0289917 0.219994 0.751014 
0.0240999 0.83104 0.14486 
0.0192326 0.344801 0.635966 
0.0143892 0.592906 0.392704 
0.0095696 0.100591 0.88984 
0.0047733 0.909699 0.0855273 
